"","worker_id","StartDate","EndDate","Status","IPAddress","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q66_1","catch1","catch2","rehearse_question","rehearse_question_2_TEXT","conversation_focus","earworms","convo_memory_friend","convo_memory_friend_1_TEXT","convo_memory_self","convo_memory_self_1_TEXT","hearing_conversation","hearing_conversation_1_TEXT","sing_along","sing_along_thinking","other_voice_quality","other_voice_quality_1_TEXT","thinking_in_ideas","thinking_in_ideas_1_TEXT","express_inner_states","stress_IS","narrative_IS","dyslexia","revise_convo","rehearse_convo","exp_type_nodding_off","impulsiveness_1","impulsiveness_2","impulsiveness_3","others_experiences_1","others_experiences_4","others_experiences_5","others_experiences_DO_1","others_experiences_DO_4","others_experiences_DO_5","Q63_95","Q63_96","Q63_97","Q63_98","Q63_100","Q63_101","Q63_102","Q63_103","Q63_105","Q63_106","Q63_108","Q63_109","Q63_111","Q63_112","Q63_115","Factor2_1","Q63_116","Q63_117","catch3","VSIQ_DO_Q63_95","VSIQ_DO_Q63_96","VSIQ_DO_Q63_97","VSIQ_DO_Q63_98","VSIQ_DO_Q63_100","VSIQ_DO_Q63_101","VSIQ_DO_Q63_102","VSIQ_DO_Q63_103","VSIQ_DO_Q63_105","VSIQ_DO_Q63_106","VSIQ_DO_Q63_108","VSIQ_DO_Q63_109","VSIQ_DO_Q63_111","VSIQ_DO_Q63_112","VSIQ_DO_Q63_115","VSIQ_DO_Factor2_1","VSIQ_DO_Q63_116","VSIQ_DO_Q63_117","VSIQ_DO_catch3","Q319","Q320","Q321","Q323","education_level","Q325","Q326","comments","code","InnerSpeechQuestions_DO_conversation_focus","InnerSpeechQuestions_DO_impulsiveness_1","InnerSpeechQuestions_DO_convo_memory_self","InnerSpeechQuestions_DO_narrative_IS","InnerSpeechQuestions_DO_dyslexia","InnerSpeechQuestions_DO_sing_along_thinking","InnerSpeechQuestions_DO_revise_convo","InnerSpeechQuestions_DO_rehearse_convo","InnerSpeechQuestions_DO_express_inner_states","InnerSpeechQuestions_DO_impulsiveness_3","InnerSpeechQuestions_DO_exp_type_nodding_off","InnerSpeechQuestions_DO_stress_IS","InnerSpeechQuestions_DO_catch2","InnerSpeechQuestions_DO_sing_along","InnerSpeechQuestions_DO_rehearse_question","InnerSpeechQuestions_DO_other_voice_quality","InnerSpeechQuestions_DO_thinking_in_ideas","InnerSpeechQuestions_DO_impulsiveness_2","InnerSpeechQuestions_DO_earworms","InnerSpeechQuestions_DO_convo_memory_friend","InnerSpeechQuestions_DO_catch1","InnerSpeechQuestions_DO_hearing_conversation","VerbalScored","VisualScored","high_low_verbal"
"1","A10JXOU89D5RXR",2022-05-18 15:49:26,2022-05-18 15:55:53,"IP Address","67.253.201.215",100,386,TRUE,2022-05-18 15:55:53,"R_3O09VJoEY8wZDLK",43.2138,-77.4575,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I think of a question I want to ask and just ask it","-999","Sometimes","A few times a year","I remember the topic, but can't remember any of the specifics.","-999","I remember the topic, but can't remember any of the specifics.",-999,"I hear a condensed version (e.g. only some words).","-999","Yes - definitely","Mostly similar to regular thinking","I hear what they say in their voice.","-999","More like a conversation","-999","Agree","No, I don't think so","It's exactly like real life","No, never","Sometimes","Never","My inner experience in that situation doesn't have a specific ""format""","Disagree","Agree","Disagree",74,82,88,2,1,3,"Somewhat disagree","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 6",5,13,10,15,18,12,17,11,2,9,14,4,19,7,1,3,16,8,6,"Female","Yes","-999",60,"Bachelor's degree","electrical engineering","purchasing","none","OETfVgrrTrjxiBfmhcfg",21,20,5,1,10,8,3,2,17,19,13,15,14,7,11,9,12,18,22,4,16,6,3.25,4.4,"low_verbal"
"2","A12HZGOZQD5YK7",2022-05-31 14:29:55,2022-05-31 14:40:49,"IP Address","73.250.52.100",100,654,TRUE,2022-05-31 14:40:49,"R_22QfepDeTZD9kA8",38.9187,-75.4291,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I rehearse in my mind the exact phrasing of what I am going to ask","-999","Sometimes","A few times a year","I remember the topic, but remember only a few of the specific words/sentences.","-999","I remember the topic, but remember only a few of the specific words/sentences.",-999,"I hear a condensed version (e.g. only some words).","-999","Yes - definitely","Mostly different from regular thinking","I hear what they say but in my own voice.","-999","More like a conversation","-999","Disagree","Maybe a little","It might be like real life but mostly for the viewer's/reader's benefit","No, never","Sometimes","Sometimes","Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)","Strongly disagree","Strongly agree","Strongly disagree",60,41,22,1,2,3,"Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 6",13,14,17,12,1,5,3,11,19,4,18,10,9,6,16,2,7,15,8,"Female","Yes","-999",41,"Associate's degree","Computer Information Systems","Independent contractor","-999","wIQvQtbrTrWhOsuvYXAl",15,18,5,21,2,8,17,1,3,20,22,13,11,7,10,9,12,19,16,4,14,6,2.58,3.8,"low_verbal"
"3","A15T9HDPHV3X7Q",2022-05-19 02:49:57,2022-05-19 02:53:28,"IP Address","162.199.164.185",100,210,TRUE,2022-05-19 02:53:28,"R_26gzEiFTw1cDwal",33.1909,-96.6198,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I think of a question I want to ask and just ask it","-999","Never","Never","I remember the topic, but can't remember any of the specifics.","-999","I remember the topic, but can't remember any of the specifics.",-999,"I hear something but I can't describe it.","-999","Yes - somewhat","Not at all","I hear what they say in their voice.","-999","More like a conversation","-999","Disagree","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","No, never","Never","Never","Primarily visual (you ""see"" situations, objects, people etc. in your mind)","Strongly disagree","Neither agree nor disagree","Neither agree nor disagree",51,49,50,2,3,1,"Click to write Scale point 8","Somewhat disagree","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 6",18,13,12,5,3,9,15,6,16,2,14,4,17,7,19,10,11,1,8,"Male","Yes","-999",41,"Bachelor's degree","cybersecurity","it support","vastly underpaid. this should have paid 10 dollars minimum","tuvRngDrTrhcUSGEFzzn",22,20,5,11,21,8,10,17,14,18,16,2,12,7,13,9,1,19,15,4,3,6,1.33,1.9,"low_verbal"
"4","A1BM57TUNAQIXM",2022-05-19 04:32:30,2022-05-19 04:36:32,"IP Address","172.14.118.218",100,242,TRUE,2022-05-19 04:36:33,"R_1r1uE22lMW5HtEh",34.137,-118.2376,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I rehearse in my mind the exact phrasing of what I am going to ask","-999","Never","A few times a week","I remember the topic, but remember only a few of the specific words/sentences.","-999","I remember the topic, but remember only a few of the specific words/sentences.",-999,"I hear a condensed version (e.g. only some words).","-999","Yes - somewhat","Not at all","I hear the words but I can't tell whose voice it is.","-999","More like a conversation","-999","Disagree","Maybe a little","It's just for the viewer/reader's benefit","No, never","Sometimes","Rarely","Primarily verbal (you ""hear"" or ""speak"" words and sentences in your mind)","Neither agree nor disagree","Agree","Neither agree nor disagree",32,21,35,3,2,1,"Somewhat disagree","Somewhat disagree","Somewhat disagree","Click to write Scale point 9","Somewhat disagree","Somewhat disagree","Click to write Scale point 10","Somewhat disagree","Click to write Scale point 6","Click to write Scale point 9","Click to write Scale point 8","Somewhat disagree","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 6",10,11,13,18,2,16,14,19,15,1,9,8,7,4,6,5,17,3,12,"Female","Yes","-999",37,"Bachelor's degree","Social Science","Accountant","This was way more work than the amount being compensated.","hPNwXyJrTrGmQTJqVzRA",1,18,5,17,13,8,10,11,15,20,2,21,22,7,16,9,3,19,14,4,12,6,2.17,3.6,"low_verbal"
"5","A1CB72B51L7TKE",2022-05-23 18:58:50,2022-05-23 19:07:01,"IP Address","75.91.3.195",100,490,TRUE,2022-05-23 19:07:01,"R_3eqmOmgKWIgp6jo",31.4559,-82.8564,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","Other","I will get the attention of the person I am asking, and then take a second to actually form the question; I guess you could say I mostly want to be acknowledged as the speaker, then just wing it.","Rarely","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","-999","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"I hear a condensed version (e.g. only some words).","-999","Yes - definitely","Mostly similar to regular thinking","I hear what they say in their voice.","-999","More like ""thinking in ideas"". Can you elaborate or give an example of what this means to you?","Like the question above about asking something in front of an audience.  I have the ""lightbulb"" where there is an idea, but I might not really know what it is when I raise my hand or whatever.  I just know the lightbulb is there.","Strongly disagree","No, I don't think so","It's exactly like real life","No, never","Very often","Very often","Primarily visual (you ""see"" situations, objects, people etc. in your mind)","Strongly disagree","Agree","Strongly disagree",100,87,100,3,1,2,"Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6",11,1,12,6,14,7,17,5,2,18,9,16,13,10,15,3,4,19,8,"Male","Yes","English is my first language, Spanish is my second",48,"Some college, no degree",NA,"owner and general manager","Thanks for the opportunity.","JkwCjkLrTrwgSBzcOKpb",21,19,5,2,13,8,15,11,10,20,1,3,16,7,14,9,17,18,12,4,22,6,4.67,4.3,"high_verbal"
"6","A1CFMY4CEYOM8Y",2022-05-18 17:19:27,2022-05-18 17:22:34,"IP Address","73.214.34.193",100,187,TRUE,2022-05-18 17:22:34,"R_2U9jb0esaGaINX8",40.0778,-80.9788,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I think of a question I want to ask and just ask it","-999","Never","A few times a week","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match","-999","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"I hear a condensed version (e.g. only some words).","-999","Yes - somewhat","Mostly different from regular thinking","I hear what they say in their voice.","-999","More like a conversation","-999","Agree","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","No, never","Rarely","Sometimes","Primarily visual (you ""see"" situations, objects, people etc. in your mind)","Strongly disagree","Strongly disagree","Disagree",66,73,57,1,3,2,"Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 6",15,18,17,7,5,12,16,6,1,19,11,9,14,10,13,8,4,3,2,"Male","Yes","-999",43,"Associate's degree","IT","dietary aid","-999","RTALSofrTrwwerXibdXV",2,19,5,21,3,8,1,11,10,18,16,15,17,7,14,9,12,20,22,4,13,6,2.92,4.2,"low_verbal"
"7","A1DUPOUC9RNU4L",2022-05-19 12:29:40,2022-05-19 12:34:04,"IP Address","68.204.208.53",100,263,TRUE,2022-05-19 12:34:04,"R_3PbH2NKL84bTTe3",28.5981,-81.3515,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I rehearse in my mind some of what I am going to ask before asking it","-999","Rarely","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","-999","I remember the topic, but remember only a few of the specific words/sentences.",-999,"I hear a condensed version (e.g. only some words).","-999","Yes - somewhat","Neutral","I hear what they say in their voice.","-999","More like a conversation","-999","Disagree","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","No, never","Sometimes","Sometimes","Primarily about sensory awareness (what you are hearing, smelling, and feeling in the moment)","Disagree","Agree","Disagree",78,80,78,3,1,2,"Click to write Scale point 10","Somewhat disagree","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 8","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 8","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 6",15,2,11,9,5,3,17,13,10,6,7,12,14,4,1,16,19,18,8,"Female","Yes","-999",61,"Associate's degree","Healthcare","healthcare","-999","JZRQcLIrTrJqniPBSTlF",1,20,5,3,13,8,16,21,22,19,15,11,14,7,10,9,2,18,17,4,12,6,2.25,3.7,"low_verbal"
"8","A1F9KLZGHE9DTA",2022-05-18 15:55:47,2022-05-18 15:59:44,"IP Address","40.142.153.192",100,236,TRUE,2022-05-18 15:59:47,"R_2xWw6b3MjAOdz1D",35.0837,-80.6646,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I rehearse in my mind the exact phrasing of what I am going to ask","-999","Sometimes","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","-999","I can easily recall it. If I wrote it down and matched to a recording of the conversation, there'd be an almost perfect match",-999,"It's just like I'm hearing the conversation again.","-999","Yes - definitely","Mostly different from regular thinking","I hear what they say in their voice.","-999","More like a conversation","-999","Agree","Yes, very","It's exactly like real life","No, never","Very often","Sometimes","Primarily emotional","Agree","Agree","Disagree",75,60,52,2,1,3,"Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 9","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6",1,9,8,16,5,2,7,10,12,17,11,13,15,6,19,4,18,3,14,"Male","Yes","-999",47,"Some college, no degree",NA,"Senior POS Technician (IT / Technical Support)","Thanks for the HIT!  I did my best and hope the data is useful!","vXQMvfjrTrRacrvqmVMt",14,20,5,11,2,8,15,17,1,19,3,22,12,7,21,9,10,18,13,4,16,6,5,4,"high_verbal"
"9","A1JJYY622DGE5L",2022-05-24 10:48:43,2022-05-24 10:54:21,"IP Address","107.11.182.13",100,337,TRUE,2022-05-24 10:54:21,"R_RQ5j8qFyJBZNuFP",40.2738,-81.8662,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I rehearse in my mind the exact phrasing of what I am going to ask","-999","Sometimes","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","-999","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"It's just like I'm hearing the conversation again.","-999","Yes - definitely","Exactly like regular thinking","I hear what they say in their voice.","-999","More like a conversation","-999","Strongly disagree","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","No, never","Very often","Often","An even mix of verbal, visual, sensory, and emotional","Neither agree nor disagree","Strongly agree","Disagree",61,65,76,2,1,3,"Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 9","Somewhat disagree","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6",14,11,6,17,8,2,18,10,19,16,5,1,4,7,13,12,9,3,15,"Female","Yes","-999",47,"Bachelor's degree","Business","Advertising Sales Representative","-999","RLtmhyXrTrhZHwrypSqP",1,18,5,3,17,8,10,12,14,20,22,13,11,7,15,9,21,19,16,4,2,6,4.67,4.4,"high_verbal"
"10","A1JJYY622DGE5L",2022-05-18 16:39:03,2022-05-18 16:45:04,"IP Address","107.11.182.13",100,361,TRUE,2022-05-18 16:45:04,"R_1Le7JDu6P6XM0kr",40.2738,-81.8662,"anonymous","EN","Got it. I promise to read the questions carefully.",TRUE,"Three","I rehearse in my mind the exact phrasing of what I am going to ask","-999","Sometimes","A few times a week","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.","-999","I remember the topic and remember much of what was said. If I matched it to a recording of the conversation, a lot would match up.",-999,"It's just like I'm hearing the conversation again.","-999","Yes - somewhat","Exactly like regular thinking","I hear what they say in their voice.","-999","More like a conversation","-999","Disagree","No, I don't think so","It might be like real life but mostly for the viewer's/reader's benefit","No, never","Very often","Sometimes","An even mix of verbal, visual, sensory, and emotional","Agree","Strongly agree","Disagree",76,70,75,2,3,1,"Click to write Scale point 8","Somewhat disagree","Click to write Scale point 9","Click to write Scale point 8","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 8","Click to write Scale point 6","Click to write Scale point 10","Click to write Scale point 6","Click to write Scale point 6","Click to write Scale point 6",3,14,7,17,9,18,4,15,10,8,5,6,16,13,12,19,11,2,1,"Female","Yes","-999",47,"Bachelor's degree","Business","Advertising Sales Representative","-999","PVbqkVtrTrCmOrPrvjfv",10,19,5,2,21,8,11,15,17,18,1,22,14,7,3,9,13,20,12,4,16,6,4.67,4.4,"high_verbal"
